ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2024-09-03T09:30:42.000000000Z,32,2,11667,116.690000000,116.690000000,116.690000000,116.690000000,20,NVDA
2024-09-03T09:30:56.000000000Z,32,2,10888,415.270000000,415.270000000,415.260000000,415.260000000,14,MSFT
2024-09-03T09:30:58.000000000Z,32,2,11667,116.670000000,116.670000000,116.670000000,116.670000000,18,NVDA
2024-09-03T09:31:03.000000000Z,32,2,11667,116.660000000,116.660000000,116.630000000,116.630000000,461,NVDA
2024-09-03T09:31:10.000000000Z,32,2,11667,116.620000000,116.620000000,116.620000000,116.620000000,5000,NVDA
2024-09-03T09:31:13.000000000Z,32,2,11667,116.640000000,116.640000000,116.640000000,116.640000000,100,NVDA
2024-09-03T09:31:14.000000000Z,32,2,11667,116.610000000,116.610000000,116.600000000,116.600000000,103,NVDA
2024-09-03T09:31:14.000000000Z,32,2,10888,415.360000000,415.360000000,415.250000000,415.250000000,36,MSFT
2024-09-03T09:31:14.000000000Z,32,2,38,227.800000000,227.800000000,227.780000000,227.780000000,18,AAPL
2024-09-03T09:31:15.000000000Z,32,2,11667,116.580000000,116.580000000,116.550000000,116.550000000,7699,NVDA
2024-09-03T09:31:17.000000000Z,32,2,11667,116.530000000,116.530000000,116.530000000,116.530000000,58,NVDA
2024-09-03T09:31:18.000000000Z,32,2,11667,116.530000000,116.530000000,116.520000000,116.520000000,2116,NVDA
2024-09-03T09:31:19.000000000Z,32,2,11667,116.520000000,116.560000000,116.520000000,116.560000000,531,NVDA
2024-09-03T09:31:20.000000000Z,32,2,11667,116.520000000,116.520000000,116.520000000,116.520000000,200,NVDA
2024-09-03T09:31:23.000000000Z,32,2,11667,116.590000000,116.590000000,116.590000000,116.590000000,10,NVDA
2024-09-03T09:31:24.000000000Z,32,2,11667,116.590000000,116.610000000,116.590000000,116.610000000,100,NVDA
2024-09-03T09:31:25.000000000Z,32,2,11667,116.650000000,116.660000000,116.650000000,116.660000000,400,NVDA
2024-09-03T09:31:27.000000000Z,32,2,11667,116.640000000,116.640000000,116.640000000,116.640000000,1,NVDA
2024-09-03T09:31:31.000000000Z,32,2,11667,116.650000000,116.650000000,116.570000000,116.570000000,1236,NVDA
2024-09-03T09:31:45.000000000Z,32,2,11667,116.660000000,116.660000000,116.660000000,116.660000000,42,NVDA
2024-09-03T09:31:46.000000000Z,32,2,11667,116.630000000,116.630000000,116.590000000,116.630000000,2232,NVDA
2024-09-03T09:31:51.000000000Z,32,2,11667,116.640000000,116.640000000,116.640000000,116.640000000,41,NVDA
2024-09-03T09:32:00.000000000Z,32,2,10888,415.530000000,415.530000000,415.530000000,415.530000000,21,MSFT
2024-09-03T09:32:00.000000000Z,32,2,11667,116.680000000,116.680000000,116.680000000,116.680000000,100,NVDA
2024-09-03T09:32:01.000000000Z,32,2,11667,116.700000000,116.710000000,116.700000000,116.710000000,468,NVDA
2024-09-03T09:32:02.000000000Z,32,2,11667,116.710000000,116.730000000,116.710000000,116.730000000,796,NVDA
2024-09-03T09:32:03.000000000Z,32,2,11667,116.730000000,116.730000000,116.730000000,116.730000000,428,NVDA
2024-09-03T09:32:06.000000000Z,32,2,11667,116.730000000,116.740000000,116.730000000,116.740000000,2051,NVDA
2024-09-03T09:32:07.000000000Z,32,2,11667,116.690000000,116.690000000,116.660000000,116.660000000,100,NVDA
2024-09-03T09:32:08.000000000Z,32,2,10888,415.530000000,415.530000000,415.530000000,415.530000000,21,MSFT
2024-09-03T09:32:09.000000000Z,32,2,11667,116.680000000,116.680000000,116.680000000,116.680000000,10,NVDA
2024-09-03T09:32:11.000000000Z,32,2,11667,116.690000000,116.690000000,116.680000000,116.680000000,652,NVDA
2024-09-03T09:32:12.000000000Z,32,2,11667,116.690000000,116.690000000,116.690000000,116.690000000,2,NVDA
2024-09-03T09:32:15.000000000Z,32,2,11667,116.690000000,116.690000000,116.690000000,116.690000000,200,NVDA
2024-09-03T09:32:16.000000000Z,32,2,11667,116.690000000,116.690000000,116.690000000,116.690000000,1,NVDA
2024-09-03T09:32:17.000000000Z,32,2,11667,116.660000000,116.670000000,116.660000000,116.670000000,130,NVDA
2024-09-03T09:32:20.000000000Z,32,2,11667,116.680000000,116.680000000,116.680000000,116.680000000,74,NVDA
2024-09-03T09:32:21.000000000Z,32,2,11667,116.680000000,116.690000000,116.680000000,116.690000000,148,NVDA
2024-09-03T09:32:23.000000000Z,32,2,11667,116.690000000,116.690000000,116.690000000,116.690000000,100,NVDA
2024-09-03T09:32:24.000000000Z,32,2,11667,116.700000000,116.700000000,116.700000000,116.700000000,100,NVDA
2024-09-03T09:32:25.000000000Z,32,2,11667,116.700000000,116.700000000,116.700000000,116.700000000,632,NVDA
2024-09-03T09:32:27.000000000Z,32,2,11667,116.700000000,116.700000000,116.700000000,116.700000000,490,NVDA
2024-09-03T09:32:30.000000000Z,32,2,11667,116.690000000,116.690000000,116.690000000,116.690000000,36,NVDA
2024-09-03T09:32:35.000000000Z,32,2,11667,116.730000000,116.730000000,116.730000000,116.730000000,5,NVDA
2024-09-03T09:32:39.000000000Z,32,2,11667,116.690000000,116.690000000,116.690000000,116.690000000,100,NVDA
2024-09-03T09:32:51.000000000Z,32,2,11667,116.710000000,116.710000000,116.710000000,116.710000000,2,NVDA
2024-09-03T09:32:59.000000000Z,32,2,38,227.990000000,227.990000000,227.990000000,227.990000000,2,AAPL
2024-09-03T09:33:01.000000000Z,32,2,11667,116.740000000,116.760000000,116.740000000,116.760000000,187,NVDA
2024-09-03T09:33:02.000000000Z,32,2,11667,116.770000000,116.780000000,116.770000000,116.780000000,700,NVDA
2024-09-03T09:33:05.000000000Z,32,2,11667,116.750000000,116.750000000,116.750000000,116.750000000,20,NVDA
2024-09-03T09:33:07.000000000Z,32,2,10888,415.530000000,415.530000000,415.530000000,415.530000000,12,MSFT
2024-09-03T09:33:08.000000000Z,32,2,11667,116.750000000,116.750000000,116.750000000,116.750000000,1,NVDA
2024-09-03T09:33:13.000000000Z,32,2,11667,116.790000000,116.800000000,116.790000000,116.800000000,6,NVDA
2024-09-03T09:33:22.000000000Z,32,2,11667,116.790000000,116.790000000,116.790000000,116.790000000,5,NVDA
2024-09-03T09:33:30.000000000Z,32,2,11667,116.760000000,116.760000000,116.750000000,116.750000000,1600,NVDA
2024-09-03T09:33:33.000000000Z,32,2,11667,116.790000000,116.790000000,116.790000000,116.790000000,55,NVDA
2024-09-03T09:33:42.000000000Z,32,2,11667,116.740000000,116.740000000,116.740000000,116.740000000,100,NVDA
2024-09-03T09:33:44.000000000Z,32,2,11667,116.790000000,116.790000000,116.790000000,116.790000000,154,NVDA
2024-09-03T09:33:46.000000000Z,32,2,11667,116.790000000,116.790000000,116.790000000,116.790000000,10,NVDA
2024-09-03T09:33:55.000000000Z,32,2,10888,415.590000000,415.590000000,415.590000000,415.590000000,3,MSFT
2024-09-03T09:33:58.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,6,NVDA
2024-09-03T09:34:03.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,47,NVDA
2024-09-03T09:34:07.000000000Z,32,2,11667,116.800000000,116.800000000,116.770000000,116.770000000,319,NVDA
2024-09-03T09:34:13.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,45,NVDA
2024-09-03T09:34:19.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,11,NVDA
2024-09-03T09:34:20.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,19,NVDA
2024-09-03T09:34:21.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,20,NVDA
2024-09-03T09:34:22.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,6,NVDA
2024-09-03T09:34:26.000000000Z,32,2,11667,116.800000000,116.800000000,116.800000000,116.800000000,99,NVDA
2024-09-03T09:34:33.000000000Z,32,2,38,227.900000000,227.900000000,227.900000000,227.900000000,38,AAPL
2024-09-03T09:34:38.000000000Z,32,2,38,227.910000000,227.910000000,227.910000000,227.910000000,12,AAPL
2024-09-03T09:34:38.000000000Z,32,2,11667,116.850000000,116.850000000,116.850000000,116.850000000,378,NVDA
2024-09-03T09:34:40.000000000Z,32,2,11667,116.850000000,116.850000000,116.850000000,116.850000000,101,NVDA
2024-09-03T09:34:42.000000000Z,32,2,11667,116.820000000,116.820000000,116.820000000,116.820000000,1,NVDA
2024-09-03T09:34:48.000000000Z,32,2,11667,116.860000000,116.880000000,116.860000000,116.880000000,400,NVDA
2024-09-03T09:34:58.000000000Z,32,2,10888,415.490000000,415.490000000,415.490000000,415.490000000,21,MSFT
2024-09-03T09:34:59.000000000Z,32,2,11667,116.830000000,116.830000000,116.830000000,116.830000000,10,NVDA
2024-09-03T09:35:00.000000000Z,32,2,10888,415.550000000,415.550000000,415.550000000,415.550000000,21,MSFT
2024-09-03T09:35:04.000000000Z,32,2,10888,415.510000000,415.510000000,415.510000000,415.510000000,2,MSFT
2024-09-03T09:35:09.000000000Z,32,2,11667,116.850000000,116.850000000,116.850000000,116.850000000,35,NVDA
2024-09-03T09:35:10.000000000Z,32,2,11667,116.850000000,116.850000000,116.850000000,116.850000000,100,NVDA
2024-09-03T09:35:11.000000000Z,32,2,11667,116.840000000,116.840000000,116.840000000,116.840000000,50,NVDA
2024-09-03T09:35:16.000000000Z,32,2,11667,116.830000000,116.830000000,116.820000000,116.820000000,160,NVDA
2024-09-03T09:35:17.000000000Z,32,2,11667,116.840000000,116.840000000,116.840000000,116.840000000,100,NVDA
2024-09-03T09:35:18.000000000Z,32,2,11667,116.820000000,116.820000000,116.820000000,116.820000000,84,NVDA
2024-09-03T09:35:24.000000000Z,32,2,11667,116.840000000,116.840000000,116.830000000,116.830000000,48,NVDA
2024-09-03T09:35:31.000000000Z,32,2,11667,116.840000000,116.840000000,116.840000000,116.840000000,5,NVDA
2024-09-03T09:35:32.000000000Z,32,2,11667,116.840000000,116.840000000,116.840000000,116.840000000,39,NVDA
2024-09-03T09:35:33.000000000Z,32,2,11667,116.860000000,116.870000000,116.860000000,116.870000000,385,NVDA
2024-09-03T09:35:34.000000000Z,32,2,11667,116.860000000,116.860000000,116.850000000,116.850000000,450,NVDA
2024-09-03T09:35:34.000000000Z,32,2,38,228.000000000,228.000000000,228.000000000,228.000000000,10,AAPL
2024-09-03T09:35:39.000000000Z,32,2,11667,116.900000000,116.910000000,116.900000000,116.900000000,1050,NVDA
2024-09-03T09:35:40.000000000Z,32,2,11667,116.900000000,116.900000000,116.900000000,116.900000000,30,NVDA
2024-09-03T09:35:42.000000000Z,32,2,11667,116.920000000,116.920000000,116.920000000,116.920000000,100,NVDA
2024-09-03T09:35:43.000000000Z,32,2,11667,116.920000000,116.920000000,116.920000000,116.920000000,100,NVDA
2024-09-03T09:35:47.000000000Z,32,2,11667,116.900000000,116.900000000,116.900000000,116.900000000,20,NVDA
2024-09-03T09:35:49.000000000Z,32,2,11667,116.900000000,116.910000000,116.900000000,116.910000000,160,NVDA
2024-09-03T09:35:51.000000000Z,32,2,11667,116.900000000,116.900000000,116.900000000,116.900000000,27,NVDA
2024-09-03T09:35:52.000000000Z,32,2,11667,116.890000000,116.890000000,116.890000000,116.890000000,2,NVDA
2024-09-03T09:35:53.000000000Z,32,2,11667,116.890000000,116.890000000,116.890000000,116.890000000,2,NVDA
2024-09-03T09:35:54.000000000Z,32,2,10888,415.590000000,415.590000000,415.590000000,415.590000000,2,MSFT
2024-09-03T09:35:58.000000000Z,32,2,10888,415.590000000,415.590000000,415.590000000,415.590000000,18,MSFT
2024-09-03T09:35:59.000000000Z,32,2,38,228.080000000,228.100000000,228.080000000,228.100000000,100,AAPL
2024-09-03T09:36:00.000000000Z,32,2,11667,116.870000000,116.880000000,116.870000000,116.880000000,720,NVDA
2024-09-03T09:36:04.000000000Z,32,2,11667,116.860000000,116.860000000,116.860000000,116.860000000,50,NVDA
2024-09-03T09:36:07.000000000Z,32,2,11667,116.860000000,116.860000000,116.850000000,116.850000000,210,NVDA
2024-09-03T09:36:09.000000000Z,32,2,11667,116.860000000,116.860000000,116.860000000,116.860000000,90,NVDA
2024-09-03T09:36:10.000000000Z,32,2,11667,116.880000000,116.890000000,116.880000000,116.890000000,500,NVDA
2024-09-03T09:36:11.000000000Z,32,2,11667,116.880000000,116.900000000,116.880000000,116.900000000,500,NVDA
2024-09-03T09:36:12.000000000Z,32,2,11667,116.890000000,116.900000000,116.890000000,116.900000000,879,NVDA
2024-09-03T09:36:17.000000000Z,32,2,11667,116.900000000,116.900000000,116.900000000,116.900000000,2,NVDA
2024-09-03T09:36:19.000000000Z,32,2,11667,116.890000000,116.890000000,116.890000000,116.890000000,50,NVDA
2024-09-03T09:36:20.000000000Z,32,2,11667,116.890000000,116.890000000,116.890000000,116.890000000,11,NVDA
2024-09-03T09:36:23.000000000Z,32,2,11667,116.880000000,116.880000000,116.880000000,116.880000000,200,NVDA
2024-09-03T09:36:24.000000000Z,32,2,11667,116.890000000,116.890000000,116.880000000,116.880000000,300,NVDA
2024-09-03T09:36:28.000000000Z,32,2,11667,116.880000000,116.880000000,116.880000000,116.880000000,50,NVDA
2024-09-03T09:36:29.000000000Z,32,2,11667,116.870000000,116.870000000,116.850000000,116.850000000,120,NVDA
2024-09-03T09:36:33.000000000Z,32,2,11667,116.890000000,116.890000000,116.890000000,116.890000000,129,NVDA
2024-09-03T09:36:37.000000000Z,32,2,11667,116.890000000,116.900000000,116.890000000,116.900000000,118,NVDA
2024-09-03T09:36:40.000000000Z,32,2,11667,116.940000000,116.940000000,116.940000000,116.940000000,100,NVDA
2024-09-03T09:36:44.000000000Z,32,2,38,228.030000000,228.030000000,228.030000000,228.030000000,5,AAPL
2024-09-03T09:36:46.000000000Z,32,2,11667,116.890000000,116.890000000,116.880000000,116.880000000,100,NVDA
2024-09-03T09:36:55.000000000Z,32,2,11667,116.900000000,116.900000000,116.900000000,116.900000000,100,NVDA
2024-09-03T09:37:04.000000000Z,32,2,38,228.020000000,228.020000000,228.020000000,228.020000000,3,AAPL
2024-09-03T09:37:06.000000000Z,32,2,38,228.040000000,228.040000000,228.040000000,228.040000000,88,AAPL
2024-09-03T09:37:07.000000000Z,32,2,11667,116.880000000,116.880000000,116.880000000,116.880000000,578,NVDA
2024-09-03T09:37:08.000000000Z,32,2,38,228.050000000,228.080000000,228.050000000,228.080000000,840,AAPL
2024-09-03T09:37:11.000000000Z,32,2,11667,116.880000000,116.880000000,116.880000000,116.880000000,402,NVDA
2024-09-03T09:37:19.000000000Z,32,2,11667,116.900000000,116.900000000,116.900000000,116.900000000,143,NVDA
2024-09-03T09:37:21.000000000Z,32,2,38,228.080000000,228.080000000,228.080000000,228.080000000,10,AAPL
2024-09-03T09:37:25.000000000Z,32,2,11667,116.910000000,116.910000000,116.910000000,116.910000000,336,NVDA
2024-09-03T09:37:27.000000000Z,32,2,11667,116.920000000,116.920000000,116.920000000,116.920000000,54,NVDA
2024-09-03T09:37:28.000000000Z,32,2,11667,116.920000000,116.920000000,116.920000000,116.920000000,246,NVDA
2024-09-03T09:37:31.000000000Z,32,2,11667,116.920000000,116.920000000,116.920000000,116.920000000,100,NVDA
2024-09-03T09:37:36.000000000Z,32,2,11667,116.930000000,116.930000000,116.930000000,116.930000000,500,NVDA
2024-09-03T09:37:37.000000000Z,32,2,11667,116.930000000,116.930000000,116.930000000,116.930000000,451,NVDA
2024-09-03T09:37:38.000000000Z,32,2,11667,116.930000000,116.930000000,116.920000000,116.920000000,69,NVDA
2024-09-03T09:37:41.000000000Z,32,2,11667,116.920000000,116.920000000,116.920000000,116.920000000,20,NVDA
2024-09-03T09:37:42.000000000Z,32,2,11667,116.900000000,116.900000000,116.880000000,116.880000000,601,NVDA
2024-09-03T09:37:43.000000000Z,32,2,11667,116.880000000,116.880000000,116.880000000,116.880000000,100,NVDA
2024-09-03T09:37:44.000000000Z,32,2,11667,116.880000000,116.880000000,116.880000000,116.880000000,206,NVDA
2024-09-03T09:37:48.000000000Z,32,2,11667,116.900000000,116.900000000,116.900000000,116.900000000,100,NVDA
2024-09-03T09:37:57.000000000Z,32,2,11667,116.920000000,116.920000000,116.920000000,116.920000000,400,NVDA
2024-09-03T09:38:00.000000000Z,32,2,38,228.060000000,228.060000000,228.060000000,228.060000000,38,AAPL
2024-09-03T09:38:02.000000000Z,32,2,11667,116.890000000,116.890000000,116.880000000,116.880000000,310,NVDA
2024-09-03T09:38:08.000000000Z,32,2,38,228.000000000,228.010000000,228.000000000,228.010000000,30,AAPL
2024-09-03T09:38:08.000000000Z,32,2,11667,116.880000000,116.890000000,116.880000000,116.890000000,135,NVDA
2024-09-03T09:38:10.000000000Z,32,2,11667,116.880000000,116.880000000,116.880000000,116.880000000,100,NVDA
2024-09-03T09:38:12.000000000Z,32,2,11667,116.890000000,116.890000000,116.890000000,116.890000000,115,NVDA
2024-09-03T09:38:15.000000000Z,32,2,11667,116.910000000,116.910000000,116.910000000,116.910000000,100,NVDA
2024-09-03T09:38:16.000000000Z,32,2,11667,116.920000000,116.930000000,116.920000000,116.930000000,634,NVDA
2024-09-03T09:38:17.000000000Z,32,2,11667,116.940000000,116.940000000,116.940000000,116.940000000,50,NVDA
2024-09-03T09:38:24.000000000Z,32,2,11667,116.950000000,116.960000000,116.950000000,116.960000000,373,NVDA
2024-09-03T09:38:26.000000000Z,32,2,11667,116.960000000,116.960000000,116.960000000,116.960000000,150,NVDA
2024-09-03T09:38:27.000000000Z,32,2,11667,116.960000000,116.980000000,116.960000000,116.980000000,172,NVDA
2024-09-03T09:38:32.000000000Z,32,2,11667,116.990000000,116.990000000,116.990000000,116.990000000,100,NVDA
2024-09-03T09:38:34.000000000Z,32,2,11667,116.990000000,116.990000000,116.990000000,116.990000000,94,NVDA
2024-09-03T09:38:36.000000000Z,32,2,11667,116.990000000,116.990000000,116.990000000,116.990000000,45,NVDA
2024-09-03T09:38:37.000000000Z,32,2,11667,116.990000000,116.990000000,116.990000000,116.990000000,61,NVDA
2024-09-03T09:38:42.000000000Z,32,2,11667,116.990000000,116.990000000,116.990000000,116.990000000,59,NVDA
2024-09-03T09:38:43.000000000Z,32,2,10888,415.880000000,415.880000000,415.880000000,415.880000000,2,MSFT
2024-09-03T09:38:44.000000000Z,32,2,10888,415.880000000,415.950000000,415.880000000,415.950000000,278,MSFT
2024-09-03T09:38:46.000000000Z,32,2,38,228.090000000,228.090000000,228.090000000,228.090000000,55,AAPL
2024-09-03T09:38:48.000000000Z,32,2,38,228.050000000,228.050000000,228.050000000,228.050000000,4,AAPL
2024-09-03T09:38:55.000000000Z,32,2,11667,116.990000000,117.000000000,116.970000000,117.000000000,149,NVDA
2024-09-03T09:38:55.000000000Z,32,2,10888,416.000000000,416.000000000,416.000000000,416.000000000,10,MSFT
2024-09-03T09:38:57.000000000Z,32,2,38,228.060000000,228.060000000,228.060000000,228.060000000,5,AAPL
2024-09-03T09:38:57.000000000Z,32,2,11667,116.970000000,116.970000000,116.970000000,116.970000000,78,NVDA
2024-09-03T09:38:58.000000000Z,32,2,11667,117.000000000,117.000000000,116.990000000,116.990000000,445,NVDA
2024-09-03T09:39:02.000000000Z,32,2,11667,116.990000000,116.990000000,116.990000000,116.990000000,2362,NVDA
2024-09-03T09:39:03.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,444,NVDA
2024-09-03T09:39:04.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,100,NVDA
2024-09-03T09:39:06.000000000Z,32,2,11667,117.010000000,117.010000000,117.010000000,117.010000000,126,NVDA
2024-09-03T09:39:09.000000000Z,32,2,11667,117.010000000,117.010000000,117.010000000,117.010000000,135,NVDA
2024-09-03T09:39:11.000000000Z,32,2,11667,117.010000000,117.010000000,117.010000000,117.010000000,10,NVDA
2024-09-03T09:39:12.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,80,NVDA
2024-09-03T09:39:13.000000000Z,32,2,11667,117.010000000,117.010000000,117.010000000,117.010000000,50,NVDA
2024-09-03T09:39:14.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,111,NVDA
2024-09-03T09:39:18.000000000Z,32,2,11667,117.010000000,117.010000000,117.010000000,117.010000000,1,NVDA
2024-09-03T09:39:20.000000000Z,32,2,11667,117.020000000,117.020000000,117.010000000,117.010000000,39,NVDA
2024-09-03T09:39:22.000000000Z,32,2,11667,117.010000000,117.010000000,117.010000000,117.010000000,100,NVDA
2024-09-03T09:39:23.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,200,NVDA
2024-09-03T09:39:24.000000000Z,32,2,11667,117.010000000,117.010000000,117.000000000,117.000000000,255,NVDA
2024-09-03T09:39:25.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,60,NVDA
2024-09-03T09:39:28.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,50,NVDA
2024-09-03T09:39:29.000000000Z,32,2,11667,117.000000000,117.010000000,117.000000000,117.010000000,515,NVDA
2024-09-03T09:39:31.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,20,NVDA
2024-09-03T09:39:32.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,100,NVDA
2024-09-03T09:39:35.000000000Z,32,2,11667,116.990000000,116.990000000,116.980000000,116.980000000,102,NVDA
2024-09-03T09:39:39.000000000Z,32,2,38,228.010000000,228.010000000,228.010000000,228.010000000,1,AAPL
2024-09-03T09:39:40.000000000Z,32,2,11667,116.980000000,116.980000000,116.980000000,116.980000000,148,NVDA
2024-09-03T09:39:41.000000000Z,32,2,11667,116.990000000,116.990000000,116.990000000,116.990000000,27,NVDA
2024-09-03T09:39:43.000000000Z,32,2,11667,116.980000000,116.980000000,116.980000000,116.980000000,500,NVDA
2024-09-03T09:39:45.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,100,NVDA
2024-09-03T09:39:52.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,100,NVDA
2024-09-03T09:39:54.000000000Z,32,2,10888,415.990000000,415.990000000,415.990000000,415.990000000,10,MSFT
2024-09-03T09:39:56.000000000Z,32,2,38,228.080000000,228.080000000,228.080000000,228.080000000,5,AAPL
2024-09-03T09:39:58.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,83,NVDA
2024-09-03T09:40:02.000000000Z,32,2,11667,117.030000000,117.030000000,117.030000000,117.030000000,40,NVDA
2024-09-03T09:40:05.000000000Z,32,2,11667,117.020000000,117.020000000,117.000000000,117.000000000,100,NVDA
2024-09-03T09:40:06.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,100,NVDA
2024-09-03T09:40:12.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,59,NVDA
2024-09-03T09:40:13.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,180,NVDA
2024-09-03T09:40:16.000000000Z,32,2,11667,117.020000000,117.020000000,117.020000000,117.020000000,1,NVDA
2024-09-03T09:40:18.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,100,NVDA
2024-09-03T09:40:29.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,1978,NVDA
2024-09-03T09:40:31.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,934,NVDA
2024-09-03T09:40:32.000000000Z,32,2,11667,117.000000000,117.010000000,117.000000000,117.010000000,235,NVDA
2024-09-03T09:40:33.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,100,NVDA
2024-09-03T09:40:34.000000000Z,32,2,11667,117.010000000,117.010000000,117.010000000,117.010000000,117,NVDA
2024-09-03T09:40:35.000000000Z,32,2,10888,416.000000000,416.000000000,416.000000000,416.000000000,5,MSFT
2024-09-03T09:40:37.000000000Z,32,2,11667,117.010000000,117.010000000,117.000000000,117.010000000,392,NVDA
2024-09-03T09:40:38.000000000Z,32,2,11667,117.000000000,117.000000000,117.000000000,117.000000000,646,NVDA
2024-09-03T09:40:39.000000000Z,32,2,11667,116.990000000,116.990000000,116.950000000,116.970000000,415,NVDA
2024-09-03T09:40:40.000000000Z,32,2,11667,116.960000000,116.960000000,116.950000000,116.950000000,3,NVDA
